NOM_COLLECTIVITE,ID_COLLECTIVITE,DELIB_DATE,DELIB_NUM,DELIB_OBJET,DIRECTION_EMETTRICE,DELEGATION_EMETTRICE
Marseille,21130055301027,2019-04-01,19/0287/DDCV,"Convention de maîtrise d'ouvrage déléguée entre la Métropole Aix-Marseille Provence et la Commune de Marseille dans le cadre de la compétence de la commune de Marseille ""Service Public de Défense Extérieure Contre l'Incendie"" transférée au 1er janvier 2018 à la Métropole Aix-Marseille Provence.",BATAILLON DE MARINS-POMPIERS,DIRECTION GENERALE ADJOINTE DES SERVICES DE SECOURS ET D'INCENDIE
Marseille,21130055301028,2019-04-01,19/0286/DDCV,Convention pluriannuelle de formation au profit du Bataillon de Marins-Pompiers de Marseille avec l'Ecole Nationale Supérieure des Officiers de Sapeurs-Pompiers.,BATAILLON DE MARINS-POMPIERS,DIRECTION GENERALE ADJOINTE DES SERVICES DE SECOURS ET D'INCENDIE
Marseille,21130055301029,2019-04-01,19/0285/DDCV,Participation financière de la Ville de Marseille à la certification INSARAG.,BATAILLON DE MARINS-POMPIERS,DIRECTION GENERALE ADJOINTE DES SERVICES DE SECOURS ET D'INCENDIE
Marseille,21130055301030,2019-04-01,19/0284/DDCV,Mission Jeux Olympiques 2024 - Stade Nautique du Roucas Blanc - Opération de modernisation du stade nautique du Roucas Blanc - Etudes et maîtrise d'oeuvre - Demande de subvention,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301031,2019-04-01,19/0283/DDCV,SERVICE MER ET LITTORAL  - Approbation de la convention entre la Ville et la Métropole Aix-Marseille Provence relative à la gestion de la propreté des plages de Marseille par la Métropole Aix-Marseille Provence,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301032,2019-04-01,19/0282/DDCV,SERVICE PREVENTION DE LA DELINQUANCE - Accompagnement à la qualification par la mise en poste sur une activité de médiation sociale.,DIRECTION GENERALE ADJOINTE A LA SECURITE,
Marseille,21130055301033,2019-04-01,19/0281/DDCV,SERVICE PREVENTION DE LA DELINQUANCE - Convention de partenariat entre la Ville de Marseille et l'association MAIF dans le cadre d'actions de sensibilisation en milieu scolaire à la sécurité des piétons. ,DIRECTION GENERALE ADJOINTE A LA SECURITE,
Marseille,21130055301034,2019-04-01,19/0280/DDCV,Gestion des espaces verts d'accompagnement de voirie sur le périmètre de la commune de Marseille - Annulation de la délibération n°19/0071/DDCV du 4 février 2019 - Approbation de la convention entre la Métropole Aix-Marseille Provence et la Ville de Marseille.,DIRECTION DES PARCS ET JARDINS,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301035,2019-04-01,19/0279/DDCV,Elaboration du plan de gestion du parc Borély - 8ème arrondissement - Approbation de l'opération et de l'affectation de l'autorisation de programme.,DIRECTION DES PARCS ET JARDINS,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301036,2019-04-01,19/0278/ECSS,Autorisation d'une délégation à l'occasion du Marché International du Film dans le cadre du 72ème Festival de Cannes - Frais réels.,DIRECTION GENERALE ADJOINTE DE L'ATTRACTIVITE ET DE LA PROMOTION DE MARSEILLE,
Marseille,21130055301037,2019-04-01,19/0277/ECSS,Production d'un parcours ciné-tourisme dans le cadre du fonds de dotation Marseille 2013-2020 - Affectation de l'autorisation de programme - Année 2019.,DIRECTION GENERALE ADJOINTE DE L'ATTRACTIVITE ET DE LA PROMOTION DE MARSEILLE,
Marseille,21130055301038,2019-04-01,19/0276/ECSS,SERVICE DEVELOPPEMENT TERRITORIAL - Attribution d'une subvention de fonctionnement à l'association Cerveau Point Comm au titre de l'organisation de la « Semaine du Cerveau » en 2019 - Approbation d'une convention.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301039,2019-04-01,19/0275/ECSS,SERVICE DEVELOPPEMENT TERRITORIAL - Attribution d'une subvention à Aix-Marseille Université au titre de l'Institut d'Economie Publique (IDEP).,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301040,2019-04-01,19/0274/ECSS,SERVICE DEVELOPPEMENT TERRITORIAL - Attribution d'une subvention à Aix-Marseille Université au titre de quatre projets de recherche pour le compte de la Fondation A*Midex.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301041,2019-04-01,19/0273/ECSS,SERVICE DEVELOPPEMENT TERRITORIAL - Attribution de subventions à Aix-Marseille Université pour l'organisation de trois  manifestations scientifiques.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301042,2019-04-01,19/0272/ECSS,SERVICE DEVELOPPEMENT TERRITORIAL - Attribution d'une subvention au CNRS Délégation Provence et Corse pour l'organisation de la manifestation scientifique « Ecole jeunes chercheurs et chercheurs en informatique mathématique ».,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301043,2019-04-01,19/0271/ECSS,"Centre d'Animation de Quartier Pélabon - 10, place Pélabon dans le 13ème arrondissement - Mise en conformité de la cuisine - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301044,2019-04-01,19/0270/ECSS,Financement 2019 de la participation de la Ville au soutien et au développement des Accueils Collectifs de Mineurs engagés dans une démarche de qualité dans le cadre du Contrat Enfance Jeunesse et d'Objectif Jeunes - Approbation d'avenants - 2ème répartition 2019.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055301045,2019-04-01,19/0269/ECSS,Dénomination du terrain de motocross de Saint Menet.,DIRECTION DES SPORTS,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301046,2019-04-01,19/0268/ECSS,"Mise aux normes de la pelouse du terrain de football du stade Flotte, rue Auguste Marin - 8ème arrondissement - Approbation de l'affectation d'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301047,2019-04-01,19/0267/ECSS,"Rénovation des pelouses synthétiques des stades de rugby, football et benjamin du complexe sportif Jean Bouin - 65, avenue Clot Bey - 8ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et aux travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301048,2019-04-01,19/0266/ECSS,"Construction d'un local sportif au stade Espéranza - 131, avenue Fernandel - 12ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et aux travaux - Financement",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301049,2019-04-01,19/0265/ECSS,"Rénovation de la pelouse synthétique du stade Eynaud - 47, avenue du Maréchal De Lattre de Tassigny - 9ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et aux travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301050,2019-04-01,19/0264/ECSS,SERVICE MAITRISE D'OUVRAGE - Reconstruction du complexe sportif Auphan Charpentier - Boulevard Féraud - 3ème arrondissement - Approbation de l'avenant n°3 au marché de maîtrise d'oeuvre n°2016-0981 passé avec le groupement DUCHIER PIETRA / Erick WOILLEZ INGENIEUR ECP / INGEROP / Marc RICHIER / Jean AMAROS.,DIRECTION ETUDES ET GRANDS PROJETS DE CONSTRUCTION,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301051,2019-04-01,19/0263/ECSS,Stade Batarelle - Mise en place d'une pelouse synthétique - Traverse de la Party - 14ème arrondissement - Approbation de l'affection de l'autorisation de programme relative aux études et aux travaux - Financement.,DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301052,2019-04-01,19/0262/ECSS,Délégation de Service Public du Palais Omnisports Marseille Grand Est - Saisine du Comité Technique.,DIRECTION DES SPORTS,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301053,2019-04-01,19/0261/ECSS,Politique tarifaire des Sports - Approbation de modifications et de créations de tarifs concernant les équipements sportifs municipaux applicables en avril 2019.,DIRECTION DES SPORTS,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301054,2019-04-01,19/0260/ECSS,Mise à disposition à titre gratuit d'équipements sportifs pour l'organisation de manifestations caritatives.,DIRECTION DES SPORTS,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301055,2019-04-01,19/0259/ECSS,Approbation de l'avenant n°2 à la convention n°2014-80193 relative à l'exploitation du restaurant et du snack du complexe sportif Jean Bouin.,DIRECTION DES SPORTS,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301056,2019-04-01,19/0258/ECSS,Approbation du tarif de la convention de mise à disposition pour le snack Ledeuc.,DIRECTION DES SPORTS,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301057,2019-04-01,19/0257/ECSS,Attribution de subventions à des associations oeuvant en faveur des seniors - 1ère répartition 2019.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055301058,2019-04-01,19/0256/ECSS,OPERA-ODEON - Actualisation des tarifs de l'Opéra de Marseille et du Théâtre de l'Odéon pour la saison 2019-2020.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301059,2019-04-01,19/0255/ECSS,OPERA-ODEON - Réforme et destruction des décors de diverses productions de l'Opéra de Marseille.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301060,2019-04-01,19/0254/ECSS,"Approbation de l'attribution d'un deuxième versement de subvention de fonctionnement à l'association ""Manifesta 13 Marseille"" au titre de l'exercice 2019 - Approbation de l'avenant n°4 à la convention conclue entre la Ville de Marseille et l'association ""Manifesta 13 Marseille"".",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301061,2019-04-01,19/0253/ECSS,"OPERA-ODEON - Approbation de la convention de partenariat conclue entre la Ville de Marseille et l'Institut d'Education Sensoriel (IES) ""Arc-en-Ciel"" pour des actions de sensibilisation à l'art lyrique et classique.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301062,2019-04-01,19/0252/ECSS,OPEREA - Changement du système d'interphonie de l'Opéra de Marseille - Approbation de l'affectation de l'autorisation de programme.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301063,2019-04-01,19/0251/ECSS,SERVICE DES BIBLIOTHEQUES - Fourniture et livraison de DVD fictions et documentaires pour les bibliothèques municipales et autres services de la Ville de Marseille - Approbation du lancement d'un appel d'offres.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301064,2019-04-01,19/0250/ECSS,"SERVICE DES MUSEES - Approbation de la modification des tarifs des droits d'entrée dans les musées, le Muséum d'histoire naturelle et le Jardin botanique de la Ville de Marseille.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301065,2019-04-01,19/0249/ECSS,"Attribution des subventions d'investissement à différentes associations - Secteur musique - Approbation des affectations d'autorisation de programme - Approbation des conventions de financement conclues entre la Ville de Marseille et les associations : ""Centre International du Son"", ""La Paix"", ""Musique Conte Etc Productions"", ""Groupe de Musique Expérimentale de Marseille"", ""Internexterne"".",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301066,2019-04-01,19/0248/ECSS,"Attribution de subventions d'investissement à différentes associations - Secteur livre - Approbation des affectations d'autorisation de programme - Approbation des conventions de financement conclues entre la Ville de Marseille et les associations : ""La Marelle"" et ""Opera Mundi"".",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301067,2019-04-01,19/0247/ECSS,Attribution d'une subvention de fonctionnement 2019 au Groupement d'Intérêt Public Culturel gérant le Centre Interdisciplinaire de Conservation et de Restauration du Patrimoine (GIPC-CICRP) Belle de Mai - 2ème versement 2019.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301068,2019-04-01,19/0246/ECSS,SERVICE DES MUSEES - Acquisition par la Ville de Marseille d'un ensemble de 23 photograhies de l'artiste Man Ray au profit du musée Cantini.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301069,2019-04-01,19/0245/ECSS,MUSEUM D'HISTOIRE NATURELLE - Acquisition d'oeuvres ostéologiques et fossiles - Approbation du don de spécimens par Monsieur Loeb au profit du Muséum d'histoire naturelle.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301070,2019-04-01,19/0244/ECSS,SERVICE DES BIBLIOTHEQUES - Acquisition d'oeuvres d'artistes et d'ouvrages patrimoniaux pour les bibliothèques municipales de Marseille - Approbation de l'affectation de l'autorisation de programme - Financement.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301071,2019-04-01,19/0243/ECSS,"SERVICE DES MUSEES - Remboursement de deux audio-guides perdus pendant l'exposition ""Picasso, voyages imaginaires"" présentée au Centre de la Vieille Charité du 16 février au 24 juin 2018.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301072,2019-04-01,19/0242/ECSS,"SERVICE DES BIBLIOTHEQUES - Approbation de l'avenant n°3 à la convention de mécénat conclue entre la Ville de Marseille, le District Marseille Provence du Crédit Mutuel Méditerranéen et l'association ""Compagnie Après la pluie..."" pour l'organisation d'ateliers autour de la poésie.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301073,2019-04-01,19/0241/ECSS,"Approbation de la convention pluriannuelle d'objectifs conclue entre la Ville de Marseille, l'Etat - Ministère de la Culture, le Conseil Régional Provence-Alpes-Côte d'Azur et l'association AGCD - Théâtre Massalia au titre des années 2018 - 2019 - 2020 - 2021.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301074,2019-04-01,19/0240/ECSS,SERVICE DES MUSEES - Approbation de la convention-cadre de partenariat conclue entre la Ville de Marseille et le CIRVA (Centre International de Recherche sur le Verre et les Arts plastiques) pour la coproduction d'expositions.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301075,2019-04-01,19/0239/ECSS,"SERVICE DES MUSEES - Approbation de la convention de coproduction conclue entre la Ville de Marseille et la Réunion des Musées Nationaux - Grand Palais (RMN-GP) pour l'exposition intitulée ""Par hasard"" (titre provisoire) présentée au Centre de la Vieille Charité du 18 octobre 2019 au 23 février 2020.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301076,2019-04-01,19/0238/ECSS,"Travaux de mise en sécurité des façades et création d'une nouvelle entrée à la crèche Pharo Catalans - 17, rue des Catalans dans le 7ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301077,2019-04-01,19/0237/ECSS,DIRECTION DES RESSOURCES PARTAGEES - Travaux de sécurisation des entrées des crèches - 4ème tranche - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS,
Marseille,21130055301078,2019-04-01,19/0236/ECSS,"DIRECTION DE L'EDUCATION ET DE LA JEUNESSE - Approbation et signature de la convention  de réalisation et de financement de la Cité Scolaire Internationale entre la Région Provence-Alpes-Côte d'Azur, la Ville de Marseille et le Département des Bouches-du-Rhône.",DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL,
Marseille,21130055301079,2019-04-01,19/0235/ECSS,"Création d'une école primaire denomée Docks Libres, rue Édouard Crémieux / rue Caravelle - 3ème arrondissement - Approbation du programme - Lancement du concours de maîtrise d'œuvre - Approbation de l'affectation de l'autorisation de programme relative aux études - Financement.",DIRECTION ETUDES ET GRANDS PROJETS DE CONSTRUCTION,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301080,2019-04-01,19/0234/ECSS,"Création d'une école primaire dénommée Jolie Manon, rue Loubon / impasse Jolie Manon - 3ème arrondissement - Approbation du programme - Lancement du concours de maîtrise d'oeuvre - Approbation de l'affectation de l'autorisation de programme relative aux études - Financement.",DIRECTION ETUDES ET GRANDS PROJETS DE CONSTRUCTION,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301081,2019-04-01,19/0233/ECSS,Réfection et modernisation des cours de six établissements scolaires du 9ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.,DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301082,2019-04-01,19/0232/ECSS,"Réfection de la cour et sécurisation des accès à la maternelle Roucas Blanc - 44, chemin du Roucas Blanc - 7ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement. ",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301083,2019-04-01,19/0231/ECSS,"Déconstruction des chalets vétustes et reconstruction en bâtiments modulaires au groupe scolaire cité Michelis - 33, avenue du Pontet - 11ème arrondissement - Approbation de l'augmentation de l'affectation de l'autorisation de programme relative aux études et travaux- Financement. ",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301084,2019-04-01,19/0230/ECSS,Réfection des cours de neuf établissements scolaires du 8ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.,DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301085,2019-04-01,19/0229/ECSS,"Travaux de sécurité et de mise en conformité de la maternelle Paul Codaccioni - 18, rue Paul Codaccioni - 7ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement. ",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301086,2019-04-01,19/0228/ECSS,"Création d'un escalier de secours à l'école élémentaire Candolle - 9, rue Candolle dans le 7ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement. ",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301087,2019-04-01,19/0227/ECSS,"ANRU - Requalification du groupe scolaire La Viste Bousquet - 38, route Nationale de La Viste - 15ème arrondissement - Approbation de l'augmentation de l'affectation de l'autorisation de programme relative aux études et aux travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301088,2019-04-01,19/0226/ECSS,"ANRU - Réhabilitation du groupe scolaire La Solidarité - 54, route du Vallon Dol - 15ème arrondissement - Approbation de l'augmentation de l'affectation de l'autorisation de programme relative aux études et aux travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301089,2019-04-01,19/0225/ECSS,"Restructuration du groupe scolaire Arenc Bachas - 56, rue Bachas et 15, boulevard Ferdinand de Lesseps - 15ème arrondissement - 2ème tranche - Approbation de l'augmentation de l'affectation de l'autorisation de programme relative aux travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301090,2019-04-01,19/0224/ECSS,DIRECTION DES RESSOURCES PARTAGEES - Sécurisation des entrées des écoles - 4ème tranche - Approbation de l'opération et de l'affectation d'autorisation de programme relative aux travaux - Financement.,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS,
Marseille,21130055301091,2019-04-01,19/0223/ECSS,DIRECTION DES RESSOURCES PARTAGEES - Remplacement du Système de Sécurité Incendie (SSI) dans divers établissements scolaires - 3ème tranche - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux.,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS,
Marseille,21130055301092,2019-04-01,19/0222/ECSS,Réfection de l'étanchéité des toitures de huit écoles du 13ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et aux travaux - Financement.,DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301093,2019-04-01,19/0221/ECSS,Réalisation d'un diagnostic technique des bâtiments scolaires de la Ville de Marseille - Approbation de l'affectation de l'autorisation de programme relative aux études - Financement.,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS,
Marseille,21130055301094,2019-04-01,19/0220/ECSS,SERVICE DE L'ANIMATION ET DES EQUIPEMENTS SOCIAUX - Subventions d'équipement à diverses associations - 1ère répartition 2019.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055301095,2019-04-01,19/0219/ECSS,"Rénovation partielle de la Maison Pour Tous les Trois Lucs - 36, traverse de la Malvina - 12ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301096,2019-04-01,19/0218/ECSS,SERVICE DE L'ANIMATION ET DES EQUIPEMENTS SOCIAUX - Avenants aux conventions de délégation de service public pour l'animation et la gestion des Maisons Pour Tous - Approbation du nouveau règlement intérieur des Maisons Pour Tous et de celui du Centre d'Activités le Prophète.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055301097,2019-04-01,19/0217/ECSS,Approbation de la convention de mise à disposition des Espaces Culturels du Silo pour le compte de l'Orchestre Philharmonique de Marseille pour l'année 2019.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301098,2019-04-01,19/0216/ECSS,"Délégation de Service Public n°11/0231 relative à la gestion, l'animation et l'exploitation des Espaces Culturels du Silo d'Arenc - Approbation de la part taxable de la contribution financière pour l'année 2018.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055301099,2019-04-01,19/0215/ECSS,"Acceptation d'un don de tableau, à déposer en mairie du 3ème secteur.",DIRECTION DU SECRETARIAT GENERAL,DIRECTION GENERALE DES SERVICES
Marseille,21130055301100,2019-04-01,19/0214/UAGP,SERVICE MAITRISE D'OUVRAGE - Réalisation d'équipements sportifs et de la Maison de la Nature et de l'Etoile - La Savine Haute - 15ème arrondissement - Approbation de l'augmentation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.,DIRECTION ETUDES ET GRANDS PROJETS DE CONSTRUCTION,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301101,2019-04-01,19/0213/UAGP,Nouvelle Politique Municipale en faveur de l'Habitat et du Logement - Nouveau Chèque Premier Logement - Attribution de subventions aux primo-accédants. ,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE",
Marseille,21130055301102,2019-04-01,19/0212/UAGP,"Nouvelle Politique Municipale en faveur de l'Habitat et du Logement - Soutien à la Production d'opérations de logements sociaux - 50, boulevard Dahdah dans le 4ème arrondissement, par Foncière d'Habitat et Humanisme - 13/15, rue de l'Arc dans le 1er arrondissement  par Marseille Habitat - 49, boulevard de la Glacière et 36, chemin de Gibbes dans le 14ème arrondissement par Coopérative SOLIHA Méditerranée.","DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE",
Marseille,21130055301103,2019-04-01,19/0211/UAGP,Plan de lutte contre l'habitat indigne - Convention entre la Ville de Marseille et la Métropole Aix-Marseille Provence pour la mise en oeuvre des travaux et des relogements d'office par les concessionnaires de l'Eradication de l'Habitat Indigne - Approbation de l'affectation d'autorisation de programme - Approbation de la convention définitive approuvée par la Métropole. ,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE",
Marseille,21130055301104,2019-04-01,19/0210/UAGP,"SERVICE DE L'ACTION FONCIERE -   12ème arrondissement - 60, boulevard Pinatel - Avenue des Sables Jaunes - Résiliation anticipée du bail à construction consenti par la Ville de Marseille à l'Association Educative et Culturelle Arménienne HAMASKAINE - Cession à  l'Association Educative et Culturelle Arménienne HAMASKAINE du terrain d'emprise du bail à construction.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
