,#,Actions,Code RNE,Appellation,Secteur,Code Postal,Maternelle,Elementaire,Telephone,Web,Mail,Nombre d'élèves,Mode Constructif,Nb élèves par classe,Categorie ERP,Avis de la commission,Effectif Public (CSI),Effectif Personnel (CSI)
,359,"<span data-column-name=""view"" class=""operation-item"">",0131545J,Ecole maternelle Saint-Tronc La Rose,Public,13010,,,0491755280,,ce.0131545J@ac-aix-marseille.fr,179,Eger ou rationalise 1950/1960,30,3,FAVORABLE,463,25
,360,"<span data-column-name=""view"" class=""operation-item"">",0131620R,Ecole maternelle La Grognarde,Public,13011,,,0491447297,,ce.0131620R@ac-aix-marseille.fr,178,Conventionnelle et autres,29,4,FAVORABLE,180,NULL
,361,"<span data-column-name=""view"" class=""operation-item"">",0131653B,Ecole maternelle La Visitation,Public,13014,,,0491982481,,ce.0131653B@ac-aix-marseille.fr,74,GEEP,24,NULL,NULL,NULL,NULL
,362,"<span data-column-name=""view"" class=""operation-item"">",0131655D,Ecole maternelle Aygalades Nouvelles,Public,13015,,,0491607768,,ce.0131655D@ac-aix-marseille.fr,69,Ferry jusqu’en 1936,24,4,FAVORABLE,72,14
,363,"<span data-column-name=""view"" class=""operation-item"">",0131830U,Ecole maternelle Saint-André Castellane,Public,13016,,,0491460885,,ce.0131830U@ac-aix-marseille.fr,132,GEEP,22,3,DEFAVORABLE,364,43
,364,"<span data-column-name=""view"" class=""operation-item"">",0131831V,Ecole maternelle Cabot Allée des Pins,Public,13009,,,0491413442,,ce.0131831V@ac-aix-marseille.fr,160,Conventionnelle et autres,27,4,DEFAVORABLE,182,15
,365,"<span data-column-name=""view"" class=""operation-item"">",0131928A,Ecole maternelle Les Lierres,Public,13012,,,0491931670,,ce.0131928A@ac-aix-marseille.fr,76,Maison d’Ecole,27,5,FAVORABLE,90,8
,366,"<span data-column-name=""view"" class=""operation-item"">",0132191L,Ecole maternelle Saint-André Barnier,Public,13015,,,0491460629,,ce.0132191L@ac-aix-marseille.fr,119,,22,4,DEFAVORABLE,135,14
,367,"<span data-column-name=""view"" class=""operation-item"">",0132198U,Ecole maternelle Saint-Jérôme Place,Public,13013,,,0491664017,,ce.0132198U@ac-aix-marseille.fr,63,Ferry jusqu’en 1936,22,NULL,NULL,NULL,NULL
,368,"<span data-column-name=""view"" class=""operation-item"">",0132199V,Ecole maternelle Air Bel,Public,13011,,,0491352723,,ce.0132199V@ac-aix-marseille.fr,192,Conventionnelle et autres,21,NULL,NULL,NULL,NULL
,369,"<span data-column-name=""view"" class=""operation-item"">",0132350J,Ecole maternelle La Fourragère,Public,13012,,,0491935858,,ce.0132350J@ac-aix-marseille.fr,178,Conventionnelle et autres,30,3,FAVORABLE,418,39
,370,"<span data-column-name=""view"" class=""operation-item"">",0132421L,Ecole maternelle Savine,Public,13015,,,0491652556,,ce.0132421L@ac-aix-marseille.fr,90,Autre industrialise & hors modèle,21,NULL,NULL,NULL,NULL
,371,"<span data-column-name=""view"" class=""operation-item"">",0132529D,Ecole maternelle Estaque Gare,Public,13016,,,0491460249,,ce.0132529D@ac-aix-marseille.fr,80,Ferry jusqu’en 1936,23,4,FAVORABLE,244,18
,372,"<span data-column-name=""view"" class=""operation-item"">",0132905M,Ecole maternelle Haïti,Public,13012,,,0491342131,,ce.0132905M@ac-aix-marseille.fr,76,Conventionnelle et autres,25,NULL,NULL,NULL,NULL
,373,"<span data-column-name=""view"" class=""operation-item"">",0133018K,Ecole maternelle Parc Berger,Public,13009,,,0491417192,,ce.0133018K@ac-aix-marseille.fr,92,Conventionnelle et autres,28,NULL,NULL,NULL,NULL
,374,"<span data-column-name=""view"" class=""operation-item"">",0133920R,ECOLE MATERNELLE JOBIN-CADENAT,Public,13003,,,0491951452,,ce.0133920R@ac-aix-marseille.fr,132,Front populaire 1936/1938,27,3,DEFAVORABLE,475,19
,375,"<span data-column-name=""view"" class=""operation-item"">",0134059S,ECOLEMATERNELLE SAINT SAVOURNIN,Public,13001,,,0491377161,,ce.0134059S@ac-aix-marseille.fr,117,Maison d’Ecole,28,4,FAVORABLE,124,13
,376,"<span data-column-name=""view"" class=""operation-item"">",0130839S,Ecole maternelle La Barasse,Public,13011,,,0491361213,,ce.0130839S@ac-aix-marseille.fr,77,Eger ou rationalise 1950/1960,27,4,FAVORABLE,87,10
,377,"<span data-column-name=""view"" class=""operation-item"">",0130849C,Ecole maternelle Bois Lemaitre,Public,13012,,,0491930629,,ce.0130849C@ac-aix-marseille.fr,109,Eger ou rationalise 1950/1960,29,4,FAVORABLE,272,25
,378,"<span data-column-name=""view"" class=""operation-item"">",0130850D,Ecole maternelle Bois Luzy,Public,13012,,,0491933590,,ce.0130850D@ac-aix-marseille.fr,112,Eger ou rationalise 1950/1960,30,NULL,NULL,NULL,NULL
,379,"<span data-column-name=""view"" class=""operation-item"">",0130853G,Ecole maternelle La Cabucelle,Public,13015,,,0491580087,,ce.0130853G@ac-aix-marseille.fr,162,Maison d’Ecole,26,4,FAVORABLE,156,15
,380,"<span data-column-name=""view"" class=""operation-item"">",0130854H,Ecole maternelle Canet Ambrosini,Public,13014,,,0491673552,,ce.0130854H@ac-aix-marseille.fr,189,Autre industrialise & hors modèle,27,3,FAVORABLE,389,25
,381,"<span data-column-name=""view"" class=""operation-item"">",0130855J,Ecole maternelle Canet Larousse,Public,13014,,,0491675317,,ce.0130855J@ac-aix-marseille.fr,226,Eger ou rationalise 1950/1960,25,3,DEFAVORABLE,589,40
,382,"<span data-column-name=""view"" class=""operation-item"">",0130856K,Ecole maternelle Capelette,Public,13010,,,0491796726,,ce.0130856K@ac-aix-marseille.fr,130,Maison d’Ecole,27,4,FAVORABLE,196,14
,383,"<span data-column-name=""view"" class=""operation-item"">",0130864U,Ecole maternelle Clair Soleil,Public,13014,,,0491673774,,ce.0130864U@ac-aix-marseille.fr,132,Eger ou rationalise 1950/1960,27,2,FAVORABLE,664,97
,384,"<span data-column-name=""view"" class=""operation-item"">",0130877H,Ecole maternelle Delphes,Public,13006,,,0491784614,,ce.0130877H@ac-aix-marseille.fr,196,Conventionnelle et autres,27,4,FAVORABLE,250,23
,385,"<span data-column-name=""view"" class=""operation-item"">",0130881M,Ecole maternelle Kleber,Public,13003,,,0491626237,,ce.0130881M@ac-aix-marseille.fr,130,Ferry jusqu’en 1936,27,4,FAVORABLE,135,12
,386,"<span data-column-name=""view"" class=""operation-item"">",0130887U,Ecole maternelle Madrague Montredon,Public,13008,,,0491733403,,ce.0130887U@ac-aix-marseille.fr,63,Eger ou rationalise 1950/1960,24,NULL,NULL,NULL,NULL
,387,"<span data-column-name=""view"" class=""operation-item"">",0130890X,Ecole maternelle Parmentier,Public,13001,,,0491911423,,ce.0130890X@ac-aix-marseille.fr,266,Maison d’Ecole,27,4,FAVORABLE,270,26
,388,"<span data-column-name=""view"" class=""operation-item"">",0130901J,Ecole maternelle Oddo,Public,13015,,,0491580024,,ce.0130901J@ac-aix-marseille.fr,244,Ferry jusqu’en 1936,24,4,FAVORABLE,263,25
,389,"<span data-column-name=""view"" class=""operation-item"">",0130902K,Ecole maternelle Les Olives,Public,13013,,,0491663625,,ce.0130902K@ac-aix-marseille.fr,89,Eger ou rationalise 1950/1960,29,NULL,NULL,NULL,NULL
,390,"<span data-column-name=""view"" class=""operation-item"">",0130914Y,Ecole maternelle Pommier,Public,13003,,,0491640358,,ce.0130914Y@ac-aix-marseille.fr,367,Ferry jusqu’en 1936,25,4,DEFAVORABLE,367,41
,391,"<span data-column-name=""view"" class=""operation-item"">",0130924J,Ecole maternelle Saint-André Boisseau,Public,13016,,,0491460257,,ce.0130924J@ac-aix-marseille.fr,113,Ferry jusqu’en 1936,23,4,FAVORABLE,11,98
,392,"<span data-column-name=""view"" class=""operation-item"">",0130926L,Ecole maternelle Saint-Antoine Palanque,Public,13015,,,0491656828,,ce.0130926L@ac-aix-marseille.fr,132,Eger ou rationalise 1950/1960,22,4,FAVORABLE,136,15
,393,"<span data-column-name=""view"" class=""operation-item"">",0130927M,Ecole maternelle Saint-Barnabé,Public,13012,,,0491496988,,ce.0130927M@ac-aix-marseille.fr,88,Ferry jusqu’en 1936,31,4,FAVORABLE,88,7
,394,"<span data-column-name=""view"" class=""operation-item"">",0130944F,Ecole maternelle Saint-Vincent-de-Paul,Public,13004,,,0491428611,,ce.0130944F@ac-aix-marseille.fr,192,Maison d’Ecole,27,4,FAVORABLE,209,22
,395,"<span data-column-name=""view"" class=""operation-item"">",0130945G,Ecole maternelle Sainte-Anne,Public,13008,,,0491761936,,ce.0130945G@ac-aix-marseille.fr,155,Conventionnelle et autres,29,4,FAVORABLE,174,20
,396,"<span data-column-name=""view"" class=""operation-item"">",0130947J,Ecole maternelle Sainte-Sophie,Public,13004,,,0491491815,,ce.0130947J@ac-aix-marseille.fr,140,Ferry jusqu’en 1936,26,4,FAVORABLE,138,9
,397,"<span data-column-name=""view"" class=""operation-item"">",0130955T,Ecole maternelle Vauban,Public,13006,,,0491372048,,ce.0130955T@ac-aix-marseille.fr,143,Ferry jusqu’en 1936,30,4,FAVORABLE,145,15
,398,"<span data-column-name=""view"" class=""operation-item"">",0131248L,Ecole maternelle Rose Frais Vallon Sud,Public,13013,,,0491663612,,ce.0131248L@ac-aix-marseille.fr,85,Autre industrialise & hors modèle,21,4,FAVORABLE,101,11
,399,"<span data-column-name=""view"" class=""operation-item"">",0131249M,Ecole maternelle La Roseraie,Public,13007,,,0491527233,,ce.0131249M@ac-aix-marseille.fr,104,GEEP,28,4,FAVORABLE,109,12
,400,"<span data-column-name=""view"" class=""operation-item"">",0131250N,Ecole maternelle Saint-Jérôme Village,Public,13013,,,0491662261,,ce.0131250N@ac-aix-marseille.fr,73,Eger ou rationalise 1950/1960,21,4,FAVORABLE,90,9
,401,"<span data-column-name=""view"" class=""operation-item"">",0131268H,Ecole maternelle Aygalades Oasis,Public,13015,,,0491600652,,ce.0131268H@ac-aix-marseille.fr,151,GEEP,24,4,FAVORABLE,143,25
,402,"<span data-column-name=""view"" class=""operation-item"">",0131279V,Ecole maternelle Capelette Mireille Lauze,Public,13010,,,0491797884,,ce.0131279V@ac-aix-marseille.fr,233,Eger ou rationalise 1950/1960,30,4,FAVORABLE,196,14
,403,"<span data-column-name=""view"" class=""operation-item"">",0131644S,Ecole maternelle Bouge,Public,13013,,,0491663484,,ce.0131644S@ac-aix-marseille.fr,119,GEEP,25,3,FAVORABLE,400,NULL
,404,"<span data-column-name=""view"" class=""operation-item"">",0131654C,Ecole maternelle Les Caillols,Public,13012,,,0491931630,,ce.0131654C@ac-aix-marseille.fr,164,Eger ou rationalise 1950/1960,28,NULL,NULL,NULL,NULL
,405,"<span data-column-name=""view"" class=""operation-item"">",0131857Y,Ecole maternelle Les Trois Ponts,Public,13010,,,0491446957,,ce.0131857Y@ac-aix-marseille.fr,67,Eger ou rationalise 1950/1960,23,NULL,NULL,NULL,NULL
,406,"<span data-column-name=""view"" class=""operation-item"">",0132177W,Ecole maternelle Plan d'Aou,Public,13015,,,0491512599,,ce.0132177W@ac-aix-marseille.fr,127,Autre industrialise & hors modèle,22,NULL,NULL,NULL,NULL
,407,"<span data-column-name=""view"" class=""operation-item"">",0132270X,Ecole maternelle Saint-Loup Chanteperdrix,Public,13010,,,0491447249,,ce.0132270X@ac-aix-marseille.fr,77,Conventionnelle et autres,26,NULL,NULL,NULL,NULL
,408,"<span data-column-name=""view"" class=""operation-item"">",0132344C,Ecole maternelle Saint-Louis Consolat,Public,13015,,,0491601521,,ce.0132344C@ac-aix-marseille.fr,180,Eger ou rationalise 1950/1960,25,4,FAVORABLE,180,17
,409,"<span data-column-name=""view"" class=""operation-item"">",0132375L,Ecole maternelle Les Borels,Public,13015,,,0491600239,,ce.0132375L@ac-aix-marseille.fr,70,Eger ou rationalise 1950/1960,24,4,DEFAVORABLE,208,21
,410,"<span data-column-name=""view"" class=""operation-item"">",0132389B,Ecole maternelle Pomme Sainte-Madeleine,Public,13011,,,0491447971,,ce.0132389B@ac-aix-marseille.fr,211,Conventionnelle et autres,29,3,FAVORABLE,530,54
,411,"<span data-column-name=""view"" class=""operation-item"">",0132606M,Ecole maternelle Les Néréides,Public,13011,,,0491353246,,ce.0132606M@ac-aix-marseille.fr,78,Conventionnelle et autres,19,4,FAVORABLE,96,14
,412,"<span data-column-name=""view"" class=""operation-item"">",0132627K,Ecole maternelle Emile Vayssière 3,Public,13014,,,0491983442,,ce.0132627K@ac-aix-marseille.fr,104,GEEP,24,4,FAVORABLE,103,11
,413,"<span data-column-name=""view"" class=""operation-item"">",0132755Z,Ecole maternelle Zac de Bonneveine,Public,13008,,,0491721674,,ce.0132755Z@ac-aix-marseille.fr,105,Conventionnelle et autres,27,3,DEFAVORABLE,344,34
,414,"<span data-column-name=""view"" class=""operation-item"">",0132756A,Ecole maternelle Château Saint-Cyr,Public,13010,,,0491898578,,ce.0132756A@ac-aix-marseille.fr,83,Conventionnelle et autres,25,3,FAVORABLE,351,36
,415,"<span data-column-name=""view"" class=""operation-item"">",0132757B,Ecole maternelle Malpassé Les Lauriers,Public,13013,,,0491703848,,ce.0132757B@ac-aix-marseille.fr,103,Autre industrialise & hors modèle,23,4,FAVORABLE,110,17
,416,"<span data-column-name=""view"" class=""operation-item"">",0132801Z,Ecole maternelle Sainte-Catherine,Public,13008,,,0491733560,,ce.0132801Z@ac-aix-marseille.fr,80,Conventionnelle et autres,26,4,FAVORABLE,81,8
,417,"<span data-column-name=""view"" class=""operation-item"">",0133049U,Ecole maternelle Lapin Blanc,Public,13008,,,0491723607,,ce.0133049U@ac-aix-marseille.fr,79,Eger ou rationalise 1950/1960,25,4,DEFAVORABLE,202,14
,418,"<span data-column-name=""view"" class=""operation-item"">",0133355B,Ecole maternelle Montolieu,Public,13002,,,0491562404,,ce.0133355B@ac-aix-marseille.fr,122,Ferry jusqu’en 1936,24,4,FAVORABLE,126,14
,419,"<span data-column-name=""view"" class=""operation-item"">",0133898S,ECOLE MATERNELLE REPUBLIQUE-MOISSON,Public,13002,,,0491527773,,ce.0133898S@ac-aix-marseille.fr,77,Ferry jusqu’en 1936,26,NULL,NULL,NULL,NULL
,420,"<span data-column-name=""view"" class=""operation-item"">",0133778L,école primaire ruffi,Public,13003,,,0491080915,,ce.0133778L@ac-aix-marseille.fr,306,Prefabrique ou industrialise,20,3,FAVORABLE,303,37
,421,"<span data-column-name=""view"" class=""operation-item"">",0133896P,école primaire cap est,Public,13010,,,0491167220,,ce.0133896P@ac-aix-marseille.fr,238,Prefabrique ou industrialise,26,4,FAVORABLE,240,25
,422,"<span data-column-name=""view"" class=""operation-item"">",0130832J,Ecole primaire Valmont Redon,Public,13009,,,0491411481,,ce.0130832J@ac-aix-marseille.fr,182,Conventionnelle et autres,25,NULL,NULL,NULL,NULL
,423,"<span data-column-name=""view"" class=""operation-item"">",0130599F,Ecole primaire Paix,Public,13006,,,0491546918,,ce.0130599F@ac-aix-marseille.fr,215,Maison d’Ecole,19,3,FAVORABLE,318,25
,424,"<span data-column-name=""view"" class=""operation-item"">",0130743M,Ecole primaire Marius Thomas,Public,13007,,,0491520308,,ce.0130743M@ac-aix-marseille.fr,251,Ferry jusqu’en 1936,27,5,FAVORABLE,120,10
,425,"<span data-column-name=""view"" class=""operation-item"">",0134095F,Ecole primaire Bugeaud,Public,13003,,,0491505284,,ce.0134095F@ac-aix-marseille.fr,408,Prefabrique ou industrialise,19,4,FAVORABLE,258,25
,426,"<span data-column-name=""view"" class=""operation-item"">",0130560N,Ecole primaire Eoures,Public,13011,,,0491430125,,ce.0130560N@ac-aix-marseille.fr,251,Eger ou rationalise 1950/1960,25,4,FAVORABLE,232,20
,427,"<span data-column-name=""view"" class=""operation-item"">",0130566V,Ecole primaire Félix Pyat,Public,13003,,,0491501124,,ce.0130566V@ac-aix-marseille.fr,203,,20,4,FAVORABLE,206,20
,428,"<span data-column-name=""view"" class=""operation-item"">",0130587T,Ecole primaire Mazargues Beauchêne,Public,13009,,,0491401289,,ce.0130587T@ac-aix-marseille.fr,157,Eger ou rationalise 1950/1960,27,4,DEFAVORABLE,159,10
,429,"<span data-column-name=""view"" class=""operation-item"">",0130601H,Ecole primaire Parette Mazenode,Public,13011,,,0491449891,,ce.0130601H@ac-aix-marseille.fr,218,Conventionnelle et autres,23,4,FAVORABLE,209,20
,430,"<span data-column-name=""view"" class=""operation-item"">",0130655S,Ecole primaire La Sauvagère,Public,13010,,,0491752336,,ce.0130655S@ac-aix-marseille.fr,254,Eger ou rationalise 1950/1960,19,4,DEFAVORABLE,163,30
,431,"<span data-column-name=""view"" class=""operation-item"">",0130831H,Ecole primaire La Treille,Public,13011,,,0491431051,,ce.0130831H@ac-aix-marseille.fr,76,Maison d’Ecole,26,4,FAVORABLE,70,6
,432,"<span data-column-name=""view"" class=""operation-item"">",0130515P,Ecole primaire Accates La Valentine,Public,13011,,,0491430290,,ce.0130515P@ac-aix-marseille.fr,134,Maison d’Ecole,27,NULL,NULL,NULL,NULL
,433,"<span data-column-name=""view"" class=""operation-item"">",0130556J,Ecole primaire Croix Rouge 1,Public,13013,,,0491681232,,ce.0130556J@ac-aix-marseille.fr,198,Eger ou rationalise 1950/1960,21,4,FAVORABLE,199,17
,434,"<span data-column-name=""view"" class=""operation-item"">",0134096G,école primaire Michelet Foch,Public,13004,,,,,ce.0134096G@ac-aix-marseille.fr,335,Conventionnelle et autres,28,NULL,NULL,NULL,NULL
,435,"<span data-column-name=""view"" class=""operation-item"">",0132352L,Ecole primairere Saint Tronc Castel Roc,Public,13010,,,0491756550,,ce.0132352L@ac-aix-marseille.fr,450,GEEP,27,3,DEFAVORABLE,468,39
,436,"<span data-column-name=""view"" class=""operation-item"">",0130688C,Ecole primaire Bompard,Public,13007,,,0491526389,,ce.0130688C@ac-aix-marseille.fr,125,Maison d’Ecole,26,4,FAVORABLE,129,13
,437,"<span data-column-name=""view"" class=""operation-item"">",0134273Z,Ecole primaire Chanterelle,Public,13001,,,0413948003,,ce.0134273Z@ac-aix-marseille.fr,140,NULL,NULL,4,FAVORABLE,270,20
,438,"<span data-column-name=""view"" class=""operation-item"">",0133970V,école primaire busserade-massena,Public,13003,,,0491089904,,ce.0133970V@ac-aix-marseille.fr,278,Prefabrique ou industrialise,20,NULL,NULL,NULL,NULL
,439,"<span data-column-name=""view"" class=""operation-item"">",0134167J,école primaire rouet charles alle,Public,13008,,,0496190815,,ce.0134167J@ac-aix-marseille.fr,235,Conventionnelle et autres,27,3,FAVORABLE,424,14
,440,"<span data-column-name=""view"" class=""operation-item"">",0134225X,Ecole primaire publique André Allar,Public,13015,,,0413948001,,ce.0134225X@ac-aix-marseille.fr,148,Autre industrialise & hors modèle,18,4,FAVORABLE,150,10
,441,"<span data-column-name=""view"" class=""operation-item"">",0130580K,Ecole primaire Loubière,Public,13005,,,0491422137,,ce.0130580K@ac-aix-marseille.fr,378,Ferry jusqu’en 1936,24,4,FAVORABLE,364,29
,442,"<span data-column-name=""view"" class=""operation-item"">",0130616Z,Ecole primaire Rose,Public,13013,,,0491662171,,ce.0130616Z@ac-aix-marseille.fr,248,Ferry jusqu’en 1936,19,4,FAVORABLE,236,22
,443,"<span data-column-name=""view"" class=""operation-item"">",0130918C,Ecole primaire Roucas Blanc,Public,13007,,,0491526926,,ce.0130918C@ac-aix-marseille.fr,227,Ferry jusqu’en 1936,26,4,FAVORABLE,228,20
,444,"<span data-column-name=""view"" class=""operation-item"">",0134168K,école primaire sainte marthe audisio,Public,13014,,,0491561546,,ce.0134168K@ac-aix-marseille.fr,244,Conventionnelle et autres,23,NULL,NULL,NULL,NULL

